"file.name","TMAO-d9","GABA-d6","Choline-d9","Creatinine-d3","Orn-15N2","His-15N","Carnitine-d3","MeHis-d3","F-Phe","F-Tyr","Cl-Tyr"
"",43563.1571977551,20480.4481553342,138968.487680218,50208.6004645624,32994.9392032925,26471.4134410494,46251.0056537577,28867.2295932766,24564.4068434402,12919.7011871879,13741.3805624877
"",52343.8800333204,18227.1871046846,151213.101731522,64063.8722917704,34432.6181135122,25894.4668075242,46160.7452852931,27556.4323811226,24742.0521651778,14442.7252522726,14609.9725252807
"",58219.5599562399,21925.5715856204,150591.597008707,43006.4117115834,35204.1403091805,26973.2864894488,45914.7150188686,28971.1799687109,24334.3438480586,14261.948023184,14132.890629087
"20230202_98_109",4796.24457241201,2095.27755653222,6975.52869198618,6750.5840819776,6630.95867853706,8526.94966040957,6360.48534812348,6061.19674019844,3585.78249810825,1366.26272673611,3309.04747454716
"",9742.44627589166,3511.07000706857,17948.5575610068,9064.24386850647,11487.2841740886,10482.7749905573,6263.79530079433,7474.09456368603,5593.51725001974,2320.40753508916,4170.20967320918
"",6650.30586774083,3323.1690371612,14150.8788395704,12866.4814984013,3654.30940509106,6451.87505470148,5495.05228799768,5820.37651802562,4978.46741002446,2128.23429073374,3312.19545269843
"",7802.92149258994,3337.42870219974,19896.1519891763,12328.3807444034,6411.85713544966,10961.2440562199,8414.64191591234,7679.22911363181,6235.68216697407,2708.91188039081,4990.07009125818
"",8356.00757062449,3324.61367995611,19267.956746786,13006.3954225479,5072.11034974789,7375.22047859395,7445.76119573214,7591.24382386825,5386.16595558111,3035.65566202894,4313.93901328962
"",8473.74032420758,3429.40387492209,20593.5565995373,29244.0688054164,6179.82521828306,8186.40613151836,8880.99033259886,6730.77849300787,7902.48773320888,2332.96316481487,4016.34295007823
"",6253.50256176262,3423.28431241391,16092.1645407402,34349.7228235891,4988.53372232228,7686.62751511407,7923.24513675823,5905.74632040968,5138.36517279581,2217.3353934276,3454.76432409389
"",9564.85045208483,4524.2726606026,21534.5019370607,22801.9090276234,6747.95899952827,9808.63344348522,10488.5978213716,9526.43406744914,6444.29173299099,2776.73544551684,4950.31701968674
"",7485.05420823844,3161.2936027022,19290.7806697565,34148.6235515988,5286.14304974467,7388.64717434624,7561.71154029673,8037.21174127059,4841.30162933398,2360.69528785223,4225.44850679565
"",10345.1335728518,3843.68135731465,20567.4276191971,33685.1277057153,13567.7791495159,7982.55336906935,8391.79065687141,8671.24427906768,5810.539030858,2763.91790214365,4864.78436055413
"",14742.3082067938,6542.68599827623,42548.3994674798,36098.0010819539,59629.7085328466,11429.1051955507,16468.4484619365,13503.0342600694,10086.3169678396,4832.38616487499,6525.80890574722
"",7030.49008030964,4024.77355364189,22477.4295839503,33857.6704413375,17486.1782557008,7881.64902863666,10479.1396357566,8784.98520192449,6147.29147156747,2802.15855563581,4038.47180385232
"",7387.15756925074,4347.00049746077,20960.5274687465,15659.3176616549,10127.1344865332,7739.98246824274,9985.91583653712,8880.97711009533,6398.38216531751,3007.31262208587,5393.48958390415
